stop_id,route_id,driver_id,vehicle_id,hub,delivery_zone,delivery_note,customer_type,priority_level,signature_required,weather,stop_datetime_raw,scheduled_window_start_raw,scheduled_window_min,actual_delivery_time_raw,actual_arrival_min,packages_count,package_weight_lb_raw,package_weight_lb,distance_from_prev_mi,service_time_min,fuel_cost_usd,tip_usd,customer_claim_usd,cargo_temp_f,gps_accuracy_m,device_battery_pct,delivery_status,failure_reason,customer_satisfaction,internal_comment
S-00776,R-103,D-019,V-013,Denver-East ,Suburban,mailroom,business ,expedited,1,clear,29-Jul-2025 07:10 MDT,29-Jul-2025 07:10 MDT,56,2025-10-17 07:06:00,6,3,4.54,4.54,4.297,12.21,1.01,1.53,0.0,38.81,5.4,81.8,rescheduled,,77.6,
S-00777,R-157,D-051,V-013,Boulder,Suburban,front_desk,residential,standard,0,clear,2025/07/24 14:50:00,2025/07/24 14:50:00,139,2025-10-18 14:45:00,465,5,7.01,7.01,2.151,40.51,0.57,10.31,0.0,59.45,15.0,44.7,delivered,,89.16,
S-00778,R-160,D-003,V-021,Fort-Collins,Rural,mailroom,business,Standard,1,clear,2025-03-10 12:50,2025-03-10 12:50,112,2025-10-19 12:52:00,352,2,13.52,13.52,5.824,10.66,2.05,,0.0,54.85,6.6,60.6,delivered,,90.6,
S-00779,R-126,D-020,V-033,Denver-East,Suburban,call_on_arrival,residential,STANDARD,0,clear,12/24/2024 01:50 PM,12/24/2024 01:50 PM,126,2025-10-20 13:47:00,407,2,3.98,3.98,1.531,10.15,0.7,0.0,0.0,52.42,18.2,128.0,delivered,,83.73,
S-00780,R-131,D-053,V-035,Denver-West,Suburban,leave_at_door,Business,standard,0,clear,2024-12-27 09:00,2024-12-27 09:00,134,2025-10-21 09:11:00,131,1,1.2,1.2,2.4,15.47,0.6,3.02,0.0,38.58,17.1,65.8,delivered,,81.37,
S-00781,R-149,D-017,V-003,Denver-East,Suburban,leave_at_door,residential,expedite,0,clear,2025-12-13 11:15 MST,2025-12-13 11:15 MST,57,2025-10-22 11:11:00,251,2,2.65,2.65,2.468,5.37,1.0,,0.0,39.29,7.0,56.5,delivered,,87.58,
S-00782,R-119,D-042,V-013,Denver-East,Rural,front_desk,residential,same_day,0,clear,2025-11-22 13:55 MST,2025-11-22 13:55 MST,55,2025-10-23 13:58:00,418,3,3.73,3.73,18.095,17.15,2.97,,0.0,40.13,10.8,94.7,delivered,,80.08,
S-00783,R-156,D-023,V-004,Dnvr-East,Campus,garage,residential ,standard,0,wind,12/26/2025 08:10 AM MST,12/26/2025 08:10 AM MST,119,2025-10-24 08:19:00,79,1,4.41,4.41,6.614,4.2,3.38,,0.0,56.44,24.3,64.2,failed,address_issue,63.12,
S-00784,R-118,D-042,V-022,Denver-West,Rural,leave_at_door,residential,standard,0,clear,02-Feb-2025 14:10 MST,02-Feb-2025 14:10 MST,126,2025-10-25 13:59:00,419,1,1.82,1.82,6.048,4.98,2.6,0.0,0.0,56.87,8.4,59.0,delivered,,92.15,
S-00785,R-128,D-008,V-024,Denver-East,Suburban,side_entrance,residential,standard,1,wind,2025/08/20 20:50:00 MDT,2025/08/20 20:50:00 MDT,131,2025-10-26 20:49:00,829,1,2.88,2.88,3.227,13.89,1.41,0.0,0.0,57.1,14.7,51.7,delivered,,80.41,
S-00848,R-148,D-057,V-026,Fort-Collins,Suburban,garage,residential ,expedited,0,wind,2025-06-15 14:05 MDT,2025-06-15 14:05 MDT,53,2025-10-27 13:59:00,419,2,4.31,4.31,3.555,10.17,1.41,2.4,0.0,47.61,11.7,55.6,delivered,,80.14,
S-00059,R-122,D-029,V-025,Denver-West,Downtown,call_on_arrival,residential,expedited,0,clear,2025-08-15 08:35,2025-08-15 08:35,58,2025-10-28 08:34:00,94,9,10.69,10.69,2.515,15.41,1.42,,0.0,40.61,15.3,55.0,FAILED,vehicle_issue,64.32,
S-00788,R-145,D-012,V-032,Denver-East,Suburban,mailroom,residential,standard,0,clear,30-Mar-2025 12:50 MST,30-Mar-2025 12:50 MST,115,2025-10-29 12:43:00,343,4,2.41,2.41,3.604,6.93,1.05,,0.0,44.14,12.6,87.2,delivered,,92.8,
S-00789,R-160,D-032,V-024,Denver-East,Suburban,garage,res,STANDARD,0,clear,2024/12/14 17:55:00,2024/12/14 17:55:00,120,2025-10-30 17:53:00,653,2,8.17,8.17,3.157,315.0,1.17,,0.0,39.55,10.8,49.2,delivered,,81.71,
S-00790,R-118,D-052,V-034,Boulder ,Rural,side_entrance,residential,standard,0,rain,2024/12/12 12:05:00 MDT,2024/12/12 12:05:00 MDT,100,2025-10-31 12:03:00,303,3,2.46,2.46,7.225,10.03,1.65,6.48,0.0,32.17,11.2,66.5,delivered,,88.53,
S-00791,R-147,D-052,V-006,Boulder,Suburban,call_on_arrival,residential,standard,0,clear,09-Oct-2025 09:30 MST,09-Oct-2025 09:30 MST,125,2025-11-01 09:24:00,144,3,2.9,2.9,2.476,8.17,1.44,0.0,0.0,54.61,13.6,79.3,delivered,,80.64,
S-00792,R-128,D-028,V-006,Boulder ,Campus,hand_to_security,residential,standard,0,fog,11/18/2024 05:20 PM MST,11/18/2024 05:20 PM MST,128,2025-11-02 17:38:00,638,1,4.89,4.89,2.187,14.89,1.35,1.63,0.0,46.4,8.2,63.1,delivered ,,80.75,
S-00793,R-135,D-039,V-012,Boulder,Industrial,call_on_arrival,residential,expedited,0,clear,2025-10-08 12:05 MST,2025-10-08 12:05 MST,74,2025-11-03 11:56:00,296,1,5.38,5.38,3.504,16.53,1.31,5.47,118.12,42.48,4.5,60.0,failed,,75.15,
S-00794,R-107,D-019,V-021,Denver-East,Downtown,hand_to_security,business,expedited,0,clear,2025-03-03 17:50 MST,2025-03-03 17:50 MST,60,2025-11-04 17:48:00,648,5,5.61,5.61,1.02,15.25,0.51,4.36,0.0,48.25,14.4,131.3,delivered,,80.03,
S-00795,R-143,D-006,V-021,Colorado-Springs,Rural,front_desk,business ,standard,0,clear,2024-11-07 13:00,2024-11-07 13:00,129,2025-11-05 12:57:00,357,3,2.03,2.03,5.918,260.0,2.04,0.0,0.0,58.37,3.8,89.4,delivered,,89.15,
S-00796,R-129,D-019,V-020,Fort-Collins,Rural,side_entrance,business ,standard,0,clear,08/13/2025 11:30 AM,08/13/2025 11:30 AM,141,2025-11-06 11:31:00,271,2,4.25,4.25,9.271,26.83,3.25,0.0,0.0,45.65,13.9,70.7,delivered,,76.7,check
S-00797,R-111,D-039,V-028,Denver East,Suburban,front_desk,residential,Expedited,0,snow,11/28/2024 04:00 PM MDT,11/28/2024 04:00 PM MDT,60,2025-11-07 16:16:00,556,4,3.53,3.53,5.214,5.91,1.33,,0.0,43.1,15.0,49.3,delivered,,87.43,
S-00798,R-123,D-045,V-029,Denver-West,Industrial,garage,residential,standard,1,snow,12/27/2025 09:15 AM MST,12/27/2025 09:15 AM MST,131,2025-11-08 09:26:00,146,1,1.99,1.99,2.26,12.46,0.68,,0.0,34.23,16.8,51.4,Delivered,,80.51,
S-00799,R-147,D-029,V-003,Fort-Collins,Suburban,call_on_arrival,residential ,expedited,0,fog,2025/11/16 18:40:00 MDT,2025/11/16 18:40:00 MDT,58,2025-11-09 18:31:00,691,1,4.95,4.95,5.047,4.15,1.75,,0.0,45.05,8.7,69.0,failed,package_damaged,51.56,
S-00800,R-140,D-056,V-023,Fort-Collins,Suburban,garage,residential,same_day,0,clear,2025-11-08 16:50 MDT,2025-11-08 16:50 MDT,42,2025-11-10 16:51:00,591,2,4.71,4.71,6.015,38.33,2.16,,0.0,46.15,12.7,66.5,failed,,45.54,
S-00801,R-141,D-028,V-018,Boulder,Downtown,leave_at_door,residential,standard,0,clear,2025-11-28 11:55 MST,2025-11-28 11:55 MST,120,2025-11-11 11:52:00,292,1,3.31,3.31,3.335,12.97,1.1,0.0,0.0,44.93,14.3,33.9,rescheduled,,74.78,
S-00802,R-105,D-051,V-004,Boulder,Downtown,building_super,residential,standard,1,clear,04/15/2025 05:55 PM MDT,04/15/2025 05:55 PM MDT,122,2025-11-12 17:54:00,654,2,4.74,4.74,1.856,11.72,1.16,0.0,0.0,37.32,21.9,71.4,delivered,,67.72,
S-00803,R-124,D-043,V-026,Denver-West,Suburban,mailroom,residential,expedited,0,clear,06/23/2025 05:50 PM MDT,06/23/2025 05:50 PM MDT,65,2025-11-13 17:58:00,658,1,5.75,5.75,2.574,6.19,1.16,0.0,0.0,37.95,8.3,67.3,failed,,62.06,
S-00804,R-102,D-033,V-011,Denver-East,Suburban,call_on_arrival,business,EXPEDITED,0,clear,2025-08-16 13:00 ,2025-08-16 13:00 ,45,2025-11-14 12:59:00,359,2,4.71,4.71,4.672,22.35,1.46,0.0,0.0,45.06,7.5,,delivered,,83.03,
S-00963,R-144,D-010,V-039,Boulder,Downtown,garage,residential,expedited,0,rain,19-Nov-2024 19:15 MDT,19-Nov-2024 19:15 MDT,54,2025-11-15 19:17:00,737,3,4.72,4.72,0.832,10.04,0.63,0.0,0.0,55.17,15.8,44.1,delivered,,80.19,
S-00806,R-103,D-051,V-029,Dnvr-East,Industrial,front_desk,business,standard,0,clear,18-Sep-2025 13:05 MDT,18-Sep-2025 13:05 MDT,125,2025-11-16 12:57:00,357,4,12.35,12.35,8.767,10.88,1.6,3.88,0.0,37.2,,77.7,delivered,,85.52,
S-00807,R-116,D-009,V-005,Dnvr-East,Downtown,mailroom,residential,standard,0,clear,16-Apr-2025 14:00 MST ,16-Apr-2025 14:00 MST ,116,2025-11-17 14:01:00,421,3,6.57,6.57,9.976,29.01,3.97,0.0,0.0,53.57,7.6,39.1,delivered,,75.47,
S-00808,R-124,D-050,V-024,Denver-East,Suburban,garage,residential,standard,0,clear,2025/05/17 15:40:00 MST,2025/05/17 15:40:00 MST,115,2025-11-18 15:39:00,519,1,0.64,0.64,3.721,12.71,1.3,,0.0,57.75,7.9,49.0,delivered,,80.77,
S-00809,R-103,D-025,V-037,Fort-Collins,Downtown,garage,Business,standard,0,rain,2025/10/31 19:40:00 MST,2025/10/31 19:40:00 MST,117,2025-11-19 19:37:00,757,1,3.55,3.55,2.037,7.5,0.9,0.0,0.0,52.19,20.4,67.1,failed,security_access,50.73,
S-00810,R-144,D-039,V-010,Denver-West,Suburban,garage,Business,standard,1,rain,11/16/2024 12:55 PM MST,11/16/2024 12:55 PM MST,117,2025-11-20 12:53:00,353,2,2.07,2.07,3.139,16.58,1.35,,0.0,42.52,5.9,73.3,delivered,,81.92,check
S-00811,R-124,D-029,V-024,Denver East,Suburban,side_entrance,Business,standard,0,clear,31-Aug-2025 09:50 MDT,31-Aug-2025 09:50 MDT,124,2025-11-21 09:51:00,171,1,6.51,6.51,3.101,12.18,1.14,0.0,0.0,34.9,11.1,44.6,Delivered,,72.54,check
S-00812,R-137,D-029,V-005,Denver-West,Suburban,side_entrance,residential ,standard,0,clear,2025/02/17 17:00:00 MDT,2025/02/17 17:00:00 MDT,111,2025-11-22 16:57:00,597,4,4.36,4.36,3.763,12.61,1.96,0.0,118.12,34.97,17.3,52.9,delivered,security_access,83.03,
S-00813,R-124,D-009,V-034,Boulder,Downtown,side_entrance,business,standard,1,fog,2025-04-21 12:50,2025-04-21 12:50,114,2025-11-23 18:20:00,680,5,8.48,8.48,2.429727536335952,18.09,1.17,0.0,0.0,41.01,711.1,64.1,delivered ,,81.24,
S-00814,R-142,D-026,V-021,Fort-Collins,Industrial,front_desk,residential,standard,0,wind,10-Jun-2025 14:10 MDT,10-Jun-2025 14:10 MDT,115,2025-11-24 14:06:00,426,1,2.88,2.88,1.509,24.63,0.64,,118.12,47.31,16.1,70.9,delivered,,82.69,check
S-00815,R-108,D-018,V-016,Denver East,Downtown,garage,residential,standard,0,clear,12-Nov-2024 11:50 MST,12-Nov-2024 11:50 MST,119,2025-11-25 11:40:00,280,3,6.28,6.28,3.011,6.94,1.51,0.0,0.0,45.42,18.9,49.3,delivered,,81.7,
S-00816,R-132,D-002,V-012,Denver-West,Campus,side_entrance,residential,standard,0,rain,2025-12-21 17:10 MST,2025-12-21 17:10 MST,134,2025-11-26 17:21:00,621,3,9.48,9.48,4.908,9.29,1.93,0.0,0.0,51.4,,63.6,failed,vehicle_issue,59.8,
S-00817,R-159,D-034,V-025,Denver-East,Suburban,leave_at_door,residential,standard,0,clear,2025-02-26 14:10 MST,2025-02-26 14:10 MST,128,2025-11-27 14:12:00,432,1,3.93,3.93,3.584,6.46,1.67,0.0,0.0,40.74,8.5,74.1,delivered,,85.17,
S-00818,R-117,D-036,V-008,Boulder,Downtown,leave_at_door,residential ,standard,0,clear,08-Jun-2025 07:55 MDT,08-Jun-2025 07:55 MDT,140,2025-11-28 07:47:00,47,2,2.95,2.95,5.25,26.08,1.67,5.13,0.0,41.85,8.2,74.6,failed,address_issue,68.76,
S-00819,R-146,D-050,V-017,Denver-East,Downtown,package_room_3F,residential,standard,0,clear,29-Sep-2025 12:50 MST,29-Sep-2025 12:50 MST,120,2025-11-29 12:46:00,346,5,10.76,10.76,1.701,9.16,1.0,0.0,0.0,33.52,15.9,79.0,delivered ,,82.41,
S-00820,R-140,D-029,V-014,Denver-East,Rural,garage,residential,standard,0,clear,08-Dec-2024 12:15 MDT,08-Dec-2024 12:15 MDT,131,2025-11-30 12:10:00,310,2,4.59,4.59,3.828,6.59,1.32,1.73,0.0,54.76,5.2,45.9,delivered,,94.77,
S-00821,R-113,D-019,V-032,Boulder,Suburban,mailroom,business,standard,0,clear,24-Dec-2025 18:10,24-Dec-2025 18:10,118,2025-12-01 18:12:00,672,2,4.34,4.34,2.872,7.24,0.66,0.0,0.0,31.99,11.8,42.8,rescheduled,,69.54,
S-00822,R-155,D-008,V-009,Boulder ,Downtown,front_desk,residential,expedited,0,wind,10/25/2025 02:30 PM MDT,10/25/2025 02:30 PM MDT,49,2025-12-02 14:23:00,443,4,3.9,3.9,1.594,8.9,0.74,2.16,0.0,49.58,9.3,82.5,delivered,,88.82,
S-00823,R-112,D-005,V-029,Denver-East,Suburban,leave_at_door,Business,STANDARD,1,clear,01/13/2025 12:50 PM,01/13/2025 12:50 PM,125,2025-12-03 12:40:00,340,2,2.62,2.62,2.116,13.04,0.72,3.88,0.0,41.51,6.4,69.9,failed,security_access,57.45,
S-00824,R-106,D-058,V-029,Denver-East,Rural,hand_to_security,residential,same_day,0,wind,2025/01/02 08:30:00 MDT,2025/01/02 08:30:00 MDT,35,2025-12-04 08:46:00,106,5,6.55,6.55,14.903,7.9,2.95,,118.12,50.81,6.6,63.4,delivered,,84.46,
S-00825,R-143,D-052,V-021,Boulder,Suburban,side_entrance,business,expedited,0,fog,04-Mar-2025 10:45 MDT,04-Mar-2025 10:45 MDT,63,2025-12-05 10:37:00,217,6,6.05,6.05,2.003,14.33,0.86,,118.12,43.15,32.8,,delivered ,,87.96,
S-00826,R-136,D-023,V-005,Boulder,Downtown,mailroom,residential,SAME_DAY,0,snow,12/28/2024 03:50 PM MDT,12/28/2024 03:50 PM MDT,34,2025-12-06 15:52:00,532,3,6.22,6.22,2.872,7.5,1.52,0.0,118.12,49.58,6.3,76.3,failed,,47.72,
S-00827,R-158,D-035,V-019,Boulder,Rural,leave_at_door,residential,same_day,0,wind,2025-02-26 18:40 MDT,2025-02-26 18:40 MDT,53,2025-12-07 18:51:00,711,1,10.24,10.24,11.296,7.4,3.94,0.0,0.0,50.3,0.8,65.3,failed ,dog_on_premises,58.23,
S-00828,R-146,D-020,V-011,Colorado Springs,Suburban,front_desk,Biz,expedited,0,clear,2024/12/13 10:55:00 MST,2024/12/13 10:55:00 MST,79,2025-12-08 10:45:00,225,3,9.91,9.91,3.288,16.17,1.37,2.63,0.0,56.01,28.8,57.1,delivered ,,79.17,
S-00829,R-151,D-046,V-012,Denver-East,Campus,mailroom,residential,standard,0,wind,09-Dec-2025 11:15 MST,09-Dec-2025 11:15 MST,119,2025-12-09 11:15:00,255,1,11.76,11.76,2.188,27.89,0.89,0.0,0.0,59.71,13.6,32.7,Delivered,,88.24,
S-00830,R-115,D-024,V-033,Boulder ,Suburban,call_on_arrival,residential,Standard,0,snow,2024/12/02 12:45:00 MST,2024/12/02 12:45:00 MST,104,2025-12-10 12:55:00,355,1,1.35,1.35,2.081,9.41,1.0,1.32,118.12,56.54,11.0,46.0,failed,vehicle_issue,61.97,
S-00831,R-151,D-008,V-013,Fort Collins,Suburban,front_desk,residential,standard,0,clear,2025-11-24 13:05 MDT ,2025-11-24 13:05 MDT ,110,2025-12-11 13:01:00,361,1,3.31,3.31,6.294,3.59,1.62,,0.0,50.72,7.2,67.8,delivered,,83.82,
S-00832,R-151,D-009,V-016,Dnvr-East,Rural,front_desk,residential,standard,0,rain,01/09/2025 11:00 AM MST,01/09/2025 11:00 AM MST,120,2025-12-12 11:11:00,251,1,2.82,2.82,5.6,16.58,2.66,0.0,0.0,38.46,14.8,78.2,resheduled,,72.36,
S-00833,R-124,D-032,V-002,Denver-East,Downtown,garage,residential,STANDARD,0,snow,12/31/2024 07:20 AM MDT,12/31/2024 07:20 AM MDT,112,2025-12-13 07:29:00,29,1,8.91,8.91,2.439,3.65,1.05,0.0,0.0,51.01,,36.2,failed,customer_not_home,71.24,
S-00834,R-124,D-036,V-037,Denver-East,Suburban,call_on_arrival,residential,expedited,0,clear,2024/11/02 16:15:00 MDT,2024/11/02 16:15:00 MDT,39,2025-12-14 16:09:00,549,3,3.45,3.45,3.667,14.55,1.37,0.0,0.0,41.53,,48.0,failed,weather_delay,77.23,
S-00835,R-109,D-030,V-036,Denver-East,Rural,building_super,residential,standard,0,clear,20-Sep-2025 17:30 MDT,20-Sep-2025 17:30 MDT,88,2025-12-15 17:39:00,639,2,5.21,5.21,9.878,12.67,4.11,,0.0,51.32,7.8,64.7,failed,,58.58,
S-00836,R-105,D-040,V-006,Denver-West,Suburban,mailroom,Residential,standard,0,clear,15-Aug-2025 11:05,15-Aug-2025 11:05,138,2025-12-16 11:09:00,249,4,5.0,5.0,3.069,21.28,1.33,0.0,0.0,,5.6,,delivered,,73.15,
S-00837,R-146,D-020,V-026,Denver-East,Suburban,leave_at_door,business,standard,0,fog,04/07/2025 01:50 PM MST,04/07/2025 01:50 PM MST,110,2025-12-17 13:52:00,412,2,3.4,3.4,2.027,10.39,0.91,,0.0,49.94,3.4,46.5,delivered,,79.14,check
S-00838,R-134,D-047,V-031,Colorado Springs,Industrial,call_on_arrival,residential,expedited,1,snow,2025-07-02 07:10 MST,2025-07-02 07:10 MST,69,2025-12-18 07:29:00,29,1,1.47,1.47,7.584,16.38,2.83,0.0,0.0,54.79,7.6,80.2,delivered,,70.66,
S-00042,R-153,D-027,V-027,Denver-East,Suburban,mailroom,business,standard,0,snow,03/25/2025 01:40 PM MDT ,03/25/2025 01:40 PM MDT ,123,2025-12-19 13:40:00,400,4,5.42,5.42,1.738,9.99,0.83,0.0,0.0,49.48,7.4,61.8,failed,weather_delay,65.73,
S-00840,R-109,D-037,V-005,Denver-West,Rural,call_on_arrival,residential,expedited,0,clear,13-Aug-2025 10:30 MDT,13-Aug-2025 10:30 MDT,59,2025-12-20 10:30:00,210,1,12.72,12.72,5.688,9.02,2.49,3.51,118.12,51.08,32.9,53.1,failed,weather_delay,52.25,check
S-00841,R-129,D-021,V-005,Colorado-Springs,Downtown,hand_to_security,residential,expedited,0,clear,11/23/2025 05:20 PM MDT,11/23/2025 05:20 PM MDT,67,2025-12-21 17:10:00,610,3,3.52,3.52,1.316,8.84,0.86,,0.0,44.9,6.4,72.8,delivered,,81.02,
S-00842,R-123,D-030,V-034,Boulder ,Rural,hand_to_security,residential,standard,0,snow,02-Nov-2024 18:10 MDT,02-Nov-2024 18:10 MDT,103,2025-12-22 18:24:00,684,2,3.03,3.03,12.885,5.74,2.75,0.0,118.12,32.07,14.8,33.5,failed,address_issue,52.33,
S-00843,R-141,D-009,V-036,Denver-West,Industrial,package_room_3F,res,standard,0,clear,2025-06-16 09:35,2025-06-16 09:35,123,2025-12-23 09:38:00,158,2,2.86,2.86,8.938,5.57,3.86,0.0,0.0,45.42,5.3,37.6,delivered,customer_not_home,87.83,
S-00844,R-150,D-038,V-012,Colorado-Springs,Suburban,call_on_arrival,business ,standard,0,clear,12-Nov-2024 09:20,12-Nov-2024 09:20,138,2025-12-24 09:26:00,146,7,9.37,9.37,2.695,10.72,1.02,0.0,0.0,34.39,14.5,63.9,delivered,,84.01,
S-00845,R-133,D-009,V-028,Boulder,Suburban,leave_at_door,residential,same_day,1,clear,12-Oct-2025 12:30 MST,12-Oct-2025 12:30 MST,54,2025-12-25 12:29:00,329,3,6.22,6.22,5.098,15.83,1.19,,0.0,48.49,26.7,55.7,delivered,,82.33,
S-00846,R-154,D-059,V-004,Boulder,Suburban,mailroom,residential,standard,0,rain,03-Mar-2025 08:15 MST,03-Mar-2025 08:15 MST,136,2025-12-26 08:31:00,91,2,3.44,3.44,2.9,12.86,1.54,,118.12,49.02,,62.3,failed,,61.79,
S-00847,R-110,D-008,V-034,Denver-West,Suburban,leave_at_door,residential,standard,0,clear,27-Feb-2025 07:05 MDT,27-Feb-2025 07:05 MDT,104,2025-12-27 07:00:00,0,3,13.45,13.45,2.388,15.04,0.67,,0.0,37.17,,78.4,failed,security_access,47.28,
S-00839,R-111,D-020,V-011,Boulder,Suburban,garage,business,expedited,0,clear,17-Oct-2025 12:35 MST ,17-Oct-2025 12:35 MST ,64,2025-12-28 12:28:00,328,6,11.03,11.03,2.501,12.81,1.06,,0.0,42.08,6.8,64.5,failed,package_damaged,70.29,
S-00849,R-123,D-021,V-015,Denver-West,Downtown,leave_at_door,residential,standard,1,rain,2025-06-09 14:55 MST,2025-06-09 14:55 MST,127,2025-12-29 15:01:00,481,2,12.75,12.75,1.05,16.79,0.94,0.0,118.12,49.07,7.0,55.0,failed,weather_delay,59.05,
S-00850,R-155,D-034,V-019,Colorado-Springs,Rural,leave_at_door,residential,standard,0,clear,2025-02-16 10:15 MDT ,2025-02-16 10:15 MDT ,124,2025-12-30 10:20:00,200,1,2.94,2.94,2.865,1.74,1.23,0.0,0.0,41.33,8.6,31.5,delivered,,94.79,
S-00851,R-113,D-006,V-017,Denver-East,Downtown,locker_pickup,Biz,expedited,1,clear,2025-08-11 10:00 MST,2025-08-11 10:00 MST,59,2024-11-01 09:47:00,167,3,6.26,6.26,2.332,13.26,1.16,0.0,118.12,58.24,6.1,73.0,failed,customer_not_home,68.32,
S-00852,R-118,D-041,V-036,Fort-Collins,Campus,side_entrance,business,expedited,0,wind,03/30/2025 01:35 PM MDT,03/30/2025 01:35 PM MDT,56,2024-11-02 13:29:00,389,6,8.04,8.04,3.548,17.65,1.77,1.77,118.12,52.59,5.6,34.0,failed,vehicle_issue,60.49,
S-00853,R-140,D-009,V-020,Boulder,Rural,front_desk,residential,standard,0,rain,2025-02-28 12:50 MDT,2025-02-28 12:50 MDT,131,2024-11-03 12:51:00,351,1,4.63,4.63,-5.705,10.29,2.17,2.56,0.0,47.13,,,delivered,,80.32,
S-00854,R-133,D-035,V-006,Fort-Collins,Campus,side_entrance,residential,standard,0,rain,2025/04/21 09:05:00 MDT,2025/04/21 09:05:00 MDT,148,2024-11-04 09:13:00,133,1,2.04,2.04,-2.662,23.4,1.45,0.0,0.0,39.18,9.8,39.8,delivered,,81.27,
S-00855,R-138,D-042,V-011,Boulder,Rural,rear_loading_dock,residential,expedited,0,clear,13-Apr-2025 13:45 MST,13-Apr-2025 13:45 MST,47,2024-11-05 13:32:00,392,0,6.85,6.85,2.539,4.87,0.98,3.15,0.0,36.85,18.0,66.0,delivered,,88.7,
S-00856,R-111,D-038,V-010,Boulder,Downtown,call_on_arrival,residential,standard,0,rain,2025-10-20 19:15,2025-10-20 19:15,136,2024-11-06 19:22:00,742,1,1.39,1.39,1.296,4.72,0.78,4.18,0.0,48.0,28.2,50.9,delivered,,91.9,
S-00857,R-147,D-043,V-040,Denver-East,Downtown,mailroom,residential,standard,0,rain,12/01/2025 01:05 PM,12/01/2025 01:05 PM,134,2024-11-07 13:18:00,378,3,5.31,5.31,5.004,15.84,1.93,0.0,0.0,36.73,14.1,63.3,delivered,,84.08,
S-00858,R-122,D-058,V-039,Denver-West,Industrial,mailroom,business,Standard,1,clear,13-Oct-2025 16:40 MST,13-Oct-2025 16:40 MST,135,2024-11-08 16:36:00,576,2,2.17,2.17,2.98,36.31,1.48,0.0,0.0,37.87,8.6,82.9,delivered,,89.94,
S-00859,R-103,D-054,V-037,Denver East,Suburban,side_entrance,business,standard,1,clear,2025/04/27 14:55:00,2025/04/27 14:55:00,114,2024-11-09 14:56:00,476,1,7.29,7.29,6.361,26.44,2.07,0.0,0.0,54.67,,36.1,delivered,,82.6,
S-00860,R-106,D-053,V-002,Denver-East,Downtown,front_desk,Residential,standard,0,wind,05-Jul-2025 11:20 MDT,05-Jul-2025 11:20 MDT,112,2024-11-10 11:19:00,259,1,9.01,9.01,2.024,9.74,0.98,0.0,0.0,,13.6,42.5,delivered,,84.47,
S-00861,R-117,D-003,V-037,Boulder,Suburban,front_desk,residential,same_day,0,clear,05/08/2025 10:30 AM,05/08/2025 10:30 AM,38,2024-11-11 10:20:00,200,3,1.35,1.35,1.348,18.66,0.58,1.61,0.0,37.53,7.1,69.9,failed,,51.25,
S-00862,R-150,D-042,V-014,Denver-West,Downtown,garage,residential,standard,0,wind,2025/10/11 14:10:00 MST ,2025/10/11 14:10:00 MST ,106,2024-11-12 14:02:00,422,2,5.43,5.43,1.749,9.6,0.92,0.0,0.0,54.79,5.2,,delivered,,90.0,
S-00863,R-140,D-037,V-027,Boulder,Suburban,call_on_arrival,residential,Standard,0,rain,10/01/2025 02:05 PM MST ,10/01/2025 02:05 PM MST ,120,2024-11-13 14:04:00,424,2,5.02,5.02,3.753,11.78,0.94,0.0,118.12,40.26,9.9,88.6,failed,address_issue,55.32,
S-00864,R-132,D-041,V-002,Fort-Collins,Campus,call_on_arrival,residential,standard,0,clear,2025-02-04 10:05,2025-02-04 10:05,121,2024-11-14 09:56:00,176,3,4.78,4.78,1.823,9.82,0.92,0.0,0.0,44.0,17.9,72.3,delivered,,88.74,
S-00865,R-119,D-057,V-035,Boulder,Downtown,garage,business,expedited,1,clear,2024/12/26 12:45:00 MST,2024/12/26 12:45:00 MST,67,2024-11-15 12:41:00,341,4,9.71,9.71,2.021,22.88,0.72,0.0,0.0,38.54,2.3,57.1,delivered,,84.87,
S-00639,R-131,D-042,V-020,Dnvr-East,Rural,mailroom,business,standard,0,clear,12/24/2024 12:00 PM ,12/24/2024 12:00 PM ,145,2024-11-16 11:59:00,299,1,9.04,9.04,9.595,17.2,3.05,,0.0,41.19,13.6,38.7,delivered,,84.3,
S-00867,R-120,D-016,V-026,Denver-East,Downtown,call_on_arrival,residential,standard,0,clear,04/16/2025 04:45 PM MST,04/16/2025 04:45 PM MST,158,2024-11-17 16:46:00,586,2,5.33,5.33,2.986,11.93,1.28,3.91,0.0,52.11,19.2,36.3,delivered,,84.75,
S-00868,R-145,D-030,V-005,Denver-East,Rural,leave_at_door,business,expedited,1,clear,2025-03-11 15:10,2025-03-11 15:10,59,2024-11-18 15:18:00,498,5,14.75,14.75,16.652,14.68,6.96,0.0,0.0,,6.8,20.7,delivered,,89.07,
S-00869,R-129,D-004,V-011,Denver-East,Downtown,mailroom,residential,standard,1,clear,2025/01/26 10:05:00 MDT,2025/01/26 10:05:00 MDT,109,2024-11-19 10:00:00,180,1,1.47,1.47,4.8,18.89,1.57,0.0,0.0,49.88,10.9,12.0,delivered,,94.87,
S-00870,R-130,D-027,V-031,Boulder ,Suburban,mailroom,residential,same_day,0,fog,2024/11/23 14:50:00 MST,2024/11/23 14:50:00 MST,69,2024-11-20 14:54:00,474,4,4.38,4.38,2.49,22.79,0.94,,0.0,56.74,25.0,57.9,delivered,,91.07,
